Symbol	Length	LTL_S1	LTL_S2	LTL_S3
RP11-285E9.6	751	0	0	0
RP11-285E9.5	598	0	0	0
RP11-936I5.1	3420	13	10	9
MIR4316	72	0	0	0
RP11-75C10.7	770	0	0	0
RP11-75C10.9	1135	2	2	3
RP11-13K12.2	4444	0	0	1
RP11-13K12.1	4905	15	2	21
RP11-13K12.5	1769	11	4	12
RP11-316M20.1	2283	0	0	0
FLJ45079	3552	0	0	0
RNU1-80P	162	0	0	0
RNU6-625P	108	0	0	0
TNRC6C-AS1	3194	59	58	71
TMC6	6389	439	476	541
TMC8	4451	10	10	20
SYNGR2	4077	738	925	762
TK1	1729	28	28	90
AFMID	2183	409	387	324
BIRC5	3429	22	18	45
AC087645.1	1019	0	0	0
TMEM235	2497	0	0	0
RP11-219G17.4	2941	10	5	17
AC061992.2	802	0	0	0
SOCS3	2731	164	236	351
RP11-806H10.4	782	2	5	4
RN7SL236P	283	0	1	0
AC061992.1	427	3	2	4
RP11-559N14.5	1592	0	0	1
DNAH17-AS1	4229	0	0	0
RN7SL454P	264	0	0	0
CTD-2357A8.3	882	0	0	0
RNU6-638P	105	2	3	3
TIMP2	4081	332	346	639
RP11-323N12.5	368	0	0	0
DDC8	2093	2	1	3
CTD-2373H9.5	947	0	1	2
LGALS3BP	2583	1049	1174	1221
CANT1	4071	543	726	649
C1QTNF1-AS1	969	0	0	0
C1QTNF1	4672	4	8	24
ENGASE	3085	208	329	312
RP11-398J5.1	550	0	0	0
MIR4739	75	0	0	0
CTD-2116F7.1	4194	1	0	0
ENPP7	2049	79	61	31
CBX2	5380	135	173	252
CBX8	4080	174	273	182
RP11-353N14.1	607	0	1	0
AC100791.2	97	0	0	0
RP11-353N14.2	1791	2	6	2
CBX4	2669	98	120	117
RP11-353N14.3	326	0	0	0
RP11-353N14.5	5277	3	2	5
RP11-353N14.4	1542	2	1	0
CTD-2529O21.1	445	3	1	4
CTD-2529O21.2	420	3	2	4
CCDC40	6106	318	502	520
GAA	4522	729	926	808
CARD14	5262	29	30	29
RP11-334C17.5	5124	78	94	94
SGSH	3364	287	379	393
SLC26A11	3105	460	478	445
CTD-2047H16.2	655	0	1	0
ENDOV	5942	270	421	401
MIR4730	77	0	5	2
CTD-2526A2.2	996	5	3	4
NPTX1	5361	42	68	75
RP11-28G8.1	3208	8	13	14
CTD-2561B21.4	497	1	3	4
CTD-2561B21.3	551	1	2	1
CTD-2561B21.5	4209	31	30	36
CHMP6	1672	172	196	152
CTD-2561B21.7	457	0	0	0
AC127496.1	1799	15	24	21
CTD-2561B21.11	872	3	5	8
CTD-2561B21.10	370	0	3	7
BAIAP2-AS1	4464	739	1025	843
AATK	5525	129	127	120
MIR657	99	5	2	2
MIR338	80	1	0	1
MIR1250	114	1	1	1
RP11-149I9.2	364	2	1	6
AATK-AS1	1808	13	8	9
RP11-455O6.2	807	1	3	3
ENTHD2	3014	161	223	182
AC027601.1	4510	21	29	23
C17orf89	1145	176	216	146
SLC38A10	4613	975	1210	1133
LINC00482	2027	10	3	7
RP11-1055B8.2	668	1	1	1
RP11-1055B8.3	703	1	2	1
RP11-1055B8.4	1563	262	547	432
RP11-1055B8.6	995	10	20	18
MIR4740	64	1	1	2
MIR3186	86	2	8	6
RP11-1055B8.8	426	0	0	0
ACTG1	2372	23916	32540	28437
AC139149.1	85	0	0	0
RP13-766D20.2	960	19	19	30
FSCN2	1742	24	34	30
C17orf70	4482	643	759	718
TSPAN10	3518	63	67	60
PDE6G	1589	30	54	33
OXLD1	1020	159	243	208
CCDC137	2474	172	222	207
AC139530.1	87	6	6	9
ARL16	1306	260	374	306
HGS	2992	775	1059	897
RP13-1032I1.7	1978	67	87	69
MRPL12	1033	24	21	18
SLC25A10	2729	172	218	196
GCGR	2223	145	295	110
FAM195B	3681	130	153	124
AC174470.1	2979	0	0	0
PPP1R27	1451	3	7	5
P4HB	2852	3122	3836	3702
RP11-498C9.2	531	0	0	0
RP11-498C9.3	764	0	0	0
ARHGDIA	2301	677	893	754
RP11-498C9.15	2683	71	94	63
RP11-498C9.16	784	0	0	0
ALYREF	1191	374	567	529
ANAPC11	2505	372	510	383
NPB	2162	0	0	1
PCYT2	5865	705	709	555
SIRT7	1753	175	185	141
MAFG	5224	424	449	543
RP11-498C9.12	566	7	5	8
MAFG-AS1	1897	42	75	52
PYCR1	2308	64	138	128
RP11-498C9.13	452	0	0	0
MYADML2	2461	1	3	7
AC137723.5	693	0	6	3
NOTUM	2335	11	38	6
RP11-498C9.17	959	0	0	0
STRA13	1128	167	240	199
LRRC45	2718	230	241	227
RAC3	1096	158	180	145
DCXR	1038	440	512	356
RP13-650J16.1	711	1	2	2
RFNG	1993	601	633	556
GPS1	2952	1848	2334	1697
DUS1L	2558	712	938	711
FASN	8603	2361	2719	2727
RP11-1376P16.2	557	18	22	18
RP11-1376P16.1	347	1	1	2
RP13-516M14.2	2370	4	7	10
SLC16A3	5117	134	285	351
RP13-516M14.4	1812	1	6	4
RP13-516M14.1	1196	11	6	17
CD7	2480	7	7	7
SECTM1	2240	13	9	32
TEX19	1938	1	4	1
UTS2R	1311	0	2	1
RP13-20L14.1	362	0	10	6
RP13-20L14.4	681	1	1	3
HEXDC	2297	385	415	409
C17orf62	3016	535	736	642
RP13-20L14.6	460	6	18	8
NARF	4781	441	584	574
RP13-991F5.2	840	2	3	6
NARF-IT1	771	6	15	12
RP13-638C3.2	595	7	4	7
RP13-638C3.3	320	7	10	7
RP13-638C3.4	1191	0	0	0
WDR45B	2670	1164	1371	1277
RAB40B	4331	217	211	216
MIR4525	76	0	0	0
RP11-388C12.1	900	2	5	1
FN3KRP	1984	240	332	310
RP11-388C12.5	335	2	5	2
FN3K	2034	84	79	104
RP11-388C12.8	643	27	9	19
AC068014.1	87	2	2	3
AC068014.2	99	1	0	0
RP11-567O16.1	415	2	0	1
ZNF750	3716	22	28	33
RP11-497H17.1	505	9	2	4
RP11-1197K16.2	633	1	3	1
METRNL	2625	574	582	433
AC144831.1	2657	110	105	103
AC139099.4	644	0	0	0
AC139099.6	475	0	0	0
AC139099.5	2410	2	1	2
AC139099.3	2260	10	20	18
DOK6	9002	1318	2669	2015
PTPRM	6757	1837	2048	1638
RP11-739N10.1	1357	3	9	1
C18orf21	1722	202	287	244
CTC-782O7.1	2073	0	0	0
DCC	6548	8	6	19
RP11-78F17.1	781	15	17	27
RP11-161I6.2	783	3	4	3
MYOM1	5971	53	91	109
DLGAP1	8608	194	82	161
LINC00667	3982	729	949	818
L3MBTL4	7027	95	94	100
APCDD1	3814	23	36	42
SPIRE1	5994	292	457	424
LDLRAD4	13983	25	32	306
GREB1L	9101	113	163	91
TMEM241	3819	89	95	106
IMPACT	3803	605	951	807
KCTD1	4719	400	739	432
NOL4	5086	105	130	39
KIAA1328	10601	183	247	233
LINC00907	3384	95	130	151
SLC14A2	4476	70	18	15
RNF165	11172	3	35	23
CTIF	5843	145	180	279
MAPK4	7149	106	161	129
WDR7	9144	376	505	466
ZNF532	7788	834	1132	1421
PIGN	5729	387	499	402
BCL2	7668	1120	1303	1215
RP11-146N18.1	1732	0	0	0
RP11-510D19.1	3112	0	0	0
CBLN2	3417	6	9	1
ZNF407	9756	383	416	435
THOC1	2994	538	680	740
COLEC12	3131	15	40	80
C18orf56	979	5	20	4
RP11-806L2.5	270	1	1	4
YES1	4940	1613	1976	1757
LINC00470	2036	5	7	6
RP11-476K15.1	830	0	0	0
CTD-2015H3.2	508	0	0	0
SMCHD1	9225	1464	1978	2200
RP11-703M24.5	1054	1	7	1
EMILIN2	6230	126	172	184
MYL12B	1767	4056	4961	4093
RP11-172F10.1	566	0	0	1
EPB41L3	5281	385	591	669
RP11-945C19.1	1695	0	0	0
RP11-945C19.4	850	1	0	1
RP11-793A3.2	548	4	1	2
RP11-865B13.1	609	1	32	1
ARHGAP28	9496	547	481	1281
LAMA1	9720	10205	14640	10073
RP11-76K13.3	610	17	13	14
SOGA2	9169	174	296	234
RP11-21J18.1	923	0	0	0
ANKRD12	11814	1016	1243	1288
PPP4R1	3956	1253	1595	1498
RAB31	4374	121	180	312
RN7SL862P	297	0	0	0
RP11-138E9.2	934	0	0	0
RP11-856M7.6	863	0	0	0
PIEZO2	9788	95	61	514
GNAL	7760	117	143	145
TUBB6	3122	165	166	313
PSMG2	2273	414	473	491
PTPN2	4736	420	551	518
SEH1L	6648	291	362	365
CEP192	8169	633	896	1040
RNMT	6454	1153	1548	1415
MC2R	3658	0	0	0
ANKRD30B	4700	0	0	0
ROCK1	9517	1352	1663	1586
RP11-296E23.1	683	1	0	0
ESCO1	5030	708	943	763
ABHD3	2591	159	153	144
MIB1	9804	2463	3527	3310
RP11-739L10.1	574	9	5	7
RP11-370A5.1	1238	5	8	0
RBBP8	3717	859	1217	867
C18orf8	2268	318	359	392
ANKRD29	4544	3	0	9
LAMA3	11305	9	9	24
TTC39C	6373	21	55	63
OSBPL1A	6901	473	806	733
RP11-449D8.5	596	0	0	0
RP11-958F21.1	489	0	0	0
ZNF521	5060	393	455	689
PSMA8	1836	0	0	0
TAF4B	5316	63	87	88
AQP4-AS1	4748	7	9	8
CHST9	2377	36	67	30
CDH2	4465	2271	2942	3376
CTD-2515C13.2	474	11	18	12
DSC3	7073	6	27	77
RP11-408H20.2	557	1	4	4
RP11-534N16.1	1157	0	0	0
DSG4	4712	0	0	0
DSG2	6205	1498	2394	2419
B4GALT6	3900	108	146	147
TRAPPC8	7310	1482	1540	1493
RNF125	6188	4	15	20
RP11-53I6.2	570	0	0	0
GAREM	7134	887	1059	1195
KLHL14	4881	589	1034	816
CCDC178	4011	17	15	27
ASXL3	11834	224	294	375
DTNA	10650	325	397	504
MAPRE2	5747	908	733	620
RP11-322E11.6	458	0	0	1
RP11-322E11.5	700	3	1	3
GALNT1	4887	1092	1169	1256
MOCOS	6296	9	5	32
FHOD3	5916	1836	2206	1960
CELF4	4245	17	45	32
LINC00669	2310	8	17	40
RP11-636O21.1	1120	7	13	9
PIK3C3	14362	1322	1827	1857
RIT2	1226	0	0	3
SETBP1	10980	739	813	954
RP11-846C15.2	1000	0	3	0
RP11-749H17.2	730	2	1	2
RP11-116O18.3	737	2	2	4
EPG5	12804	1171	1192	1422
PSTPIP2	3144	85	118	79
C18orf25	5459	332	496	452
LOXHD1	7963	2	1	1
ST8SIA5	3073	11	3	11
PIAS2	6747	427	606	616
KATNAL2	3043	84	130	111
IER3IP1	1736	1388	1798	1436
ZBTB7C	5796	99	82	236
DYM	3297	529	534	498
ACAA2	2347	3513	4762	3210
MYO5B	9782	2090	2823	2192
ELAC1	3371	111	169	134
RP11-729L2.2	1315	0	1	0
SMAD4	9486	1664	2169	2004
C18orf54	5866	108	135	256
RAB27B	7287	128	297	82
RP11-839G9.1	571	1	2	1
TCF4	11549	327	561	820
CTD-2008L17.1	521	20	38	35
CTD-2008L17.2	2567	48	63	53
RP11-456O19.2	624	18	34	23
RP11-35G9.3	3888	18	20	28
RP11-35G9.5	2039	1	0	2
ATP8B1	6042	249	380	207
NEDD4L	10563	2738	3128	2510
ALPK2	7765	40	24	93
RP11-126O1.2	337	2	0	1
MALT1	5047	998	1037	1456
RP11-126O1.4	676	16	9	17
RP11-108P20.4	481	0	0	0
LMAN1	5713	1966	2626	2432
CCBE1	6240	41	35	124
RP11-795H16.3	574	0	0	0
RP11-325K19.1	566	0	0	0
CDH20	4020	2	1	16
RP11-879F14.3	609	1	0	0
RP11-879F14.1	570	0	0	0
RNF152	9593	84	35	83
KIAA1468	6232	885	1193	926
TNFRSF11A	8176	9	23	8
PHLPP1	8490	254	296	309
VPS4B	3598	1210	1482	1182
SERPINB11	2613	0	0	0
AC009802.1	95	0	0	0
AC007948.1	244	0	0	0
RP11-775G23.1	856	0	0	0
CDH7	5607	3	10	18
CDH19	6353	0	0	5
RP11-638L3.1	2996	4	3	1
RP11-421N8.2	501	0	0	0
CCDC102B	3180	355	395	362
RP11-465I4.2	435	8	12	9
RTTN	7501	365	439	568
RP11-736G13.1	290	0	0	0
NETO1	4937	0	0	4
RP11-169F17.1	4036	1	1	1
RP11-25L3.3	496	0	0	0
CYB5A	1148	1380	1842	1276
CNDP1	4414	11	21	9
SMIM21	4013	0	2	1
RP11-94B19.1	483	0	2	0
ZNF516	8627	667	769	793
LINC00908	3043	10	38	30
ZNF236	8214	362	430	511
MBP	7587	421	473	317
GALR1	1309	1	2	0
RP11-176N18.2	565	14	6	5
CTD-2382H12.2	181	0	0	0
ATP9B	5658	523	610	537
NFATC1	5651	12	19	23
CTDP1	4204	339	342	292
RP11-567M16.5	476	2	4	1
HSBP1L1	775	184	157	158
PARD6G	4173	334	269	456
AP005530.1	923	0	0	0
AP005530.2	569	0	0	0
RP11-683L23.1	2395	1	7	3
ROCK1P1	2462	23	42	30
USP14	5162	543	766	1065
RP11-705O1.8	2132	6	15	18
RP11-720L2.4	550	3	3	4
RP11-720L2.3	494	0	0	0
RP11-720L2.2	456	0	0	0
RP11-14P20.1	503	0	0	0
CETN1	1159	0	0	0
RN7SKP146	335	0	0	0
CLUL1	3369	47	84	79
AP001178.1	94	0	0	0
RP11-806L2.2	2108	6	5	13
TYMS	1702	83	101	146
ENOSF1	4201	641	845	691
RP11-806L2.6	328	6	9	7
RP11-769O8.1	1715	16	18	12
RP11-769O8.2	466	0	0	0
RP11-769O8.3	1606	9	10	14
RNU1-109P	148	1	2	0
RP11-672L10.6	484	29	30	26
RP11-672L10.3	353	0	0	0
RP11-672L10.2	3903	0	1	4
ADCYAP1	3469	1	4	2
RP11-672L10.1	863	0	0	0
RP11-689C9.1	660	2	3	6
RN7SKP72	293	0	0	1
CTD-2015H3.1	577	0	0	0
METTL4	3702	146	161	181
RP11-715F3.2	1050	4	9	6
NDC80	2189	20	17	120
RNU6-340P	108	0	0	0
CBX3P2	1431	17	24	27
LPIN2	6530	610	750	848
RP11-737O24.5	721	2	5	3
RP11-737O24.3	1265	8	12	6
RP11-737O24.2	861	3	4	8
RP11-737O24.1	572	2	3	5
RNU7-25P	63	0	0	0
RP13-270P17.2	1776	19	27	23
RP13-270P17.3	687	0	0	0
MYL12A	1900	2467	2713	2781
RP13-270P17.1	1066	14	33	23
RP11-838N2.5	866	0	0	0
RP11-838N2.3	407	0	0	0
TGIF1	4994	1414	1641	1283
RP11-838N2.4	647	2	1	2
RN7SL39P	297	0	0	0
DLGAP1-AS1	2109	34	40	45
DLGAP1-AS2	3173	20	11	41
RP11-874J12.4	1458	12	2	10
RP11-874J12.3	559	4	0	0
DLGAP1-AS3	1336	0	1	3
RNU6-831P	108	0	0	0
DLGAP1-AS4	762	0	1	0
DLGAP1-AS5	2882	3	3	2
AP005138.1	79	0	0	0
RP11-92G19.2	542	0	0	0
C18orf42	714	1	0	2
RP11-190I17.2	550	0	0	0
RP11-835E18.5	980	2	4	3
LINC00526	1876	76	109	71
ZBTB14	3687	342	514	421
CTD-3096M3.1	473	0	0	0
CTD-3096M3.2	465	2	3	4
RP11-286N3.1	582	3	3	7
RP11-286N3.2	459	1	1	2
AP001032.1	107	0	0	0
MIR3976	140	0	0	0
TMEM200C	10641	32	89	82
RP11-793A3.1	246	0	1	0
RNU5F-3P	118	1	0	1
RP11-760N9.1	2047	5	3	1
RN7SL723P	276	0	0	0
RNU6-349P	108	0	0	0
RPL6P27	750	42	65	60
CTD-2124B20.2	569	0	0	0
CTD-2124B20.3	660	1	5	0
RN7SL282P	297	3	1	0
RP11-91I8.1	509	0	0	1
RP11-91I8.3	493	6	16	8
RP11-146G7.2	546	2	2	5
LINC00668	2346	4	2	3
RNU6-916P	110	1	1	2
RP11-781P6.1	2297	26	68	64
RN7SL537P	283	1	4	1
LRRC30	924	0	0	0
AP000897.1	116	1	0	2
RP11-678G15.2	1742	9	10	5
RP11-678G15.1	1614	13	12	14
AP005118.1	125	1	1	3
RP11-376P6.3	514	12	4	11
AP005227.1	84	1	0	0
AP001094.1	177	0	1	2
RP11-789C17.3	620	4	7	10
RP11-789C17.1	2316	20	23	19
RP11-789C17.5	194	2	4	4
RN7SL50P	297	0	0	0
RAB12	2143	488	747	579
RP11-661O13.1	782	3	11	11
RP11-674N23.1	820	0	0	1
RP11-674N23.4	651	3	2	3
NDUFV2	1900	52	74	105
RP11-143J12.3	546	20	21	30
RP11-143J12.2	1436	30	49	44
RP11-888D10.4	1004	16	14	28
RP11-888D10.3	469	5	7	4
TWSG1	4282	436	588	668
RP11-61L19.2	587	1	2	0
RALBP1	4403	925	1095	985
RP11-61L19.1	3486	5	2	6
RNU2-27P	143	1	5	0
RP11-61L19.3	752	5	6	9
RP11-881L2.1	536	5	4	14
RP11-692N5.1	382	6	9	4
RNU6-903P	110	0	2	0
RNA5SP449	131	0	0	0
TXNDC2	3354	0	0	0
RP11-474N24.6	535	0	1	0
VAPA	7009	1650	2275	1996
RNA5SP450	103	0	0	0
AP005271.1	99	0	0	0
RP11-419J16.1	414	0	0	0
RP11-243E13.2	474	0	0	0
RP11-243E13.1	2909	0	0	0
NAPG	3565	522	691	653
RP11-883A18.3	860	1	0	0
RP11-856M7.4	424	0	0	0
RP11-856M7.1	3569	3	0	4
RP11-856M7.2	826	1	0	4
RP11-21G15.1	1909	1	0	2
RP11-513M1.1	803	0	0	2
RP11-128P17.2	813	0	0	0
RP11-128P17.4	698	0	0	0
RP11-128P17.3	281	0	0	0
RP11-128P17.1	508	0	0	0
RP11-712C7.1	710	0	0	0
NPIPB1P	1137	1	0	1
RP11-677O4.6	298	1	0	1
RP11-677O4.2	3711	0	0	0
RP11-78A19.2	570	0	0	0
CHMP1B	3055	1011	1191	1032
RP11-78A19.3	555	0	0	0
RP11-78A19.4	401	1	3	1
MPPE1	4494	220	338	270
RP11-820I16.4	513	0	0	0
RP11-820I16.1	381	3	0	1
IMPA2	1718	1358	1309	1078
RP11-820I16.3	530	14	10	11
RP11-703I16.1	529	50	52	36
RP11-815J4.6	3366	94	43	40
RP11-815J4.1	261	0	0	0
ANKRD62	4827	0	0	2
RNU6-324P	107	0	0	0
RP11-64C12.4	424	0	0	0
RP11-64C12.3	1053	0	0	0
RP11-64C12.6	487	0	0	0
CIDEA	1311	1	0	0
RP11-64C12.8	735	1	0	1
RNU6-170P	105	0	0	0
AFG3L2	3264	1091	1231	1187
RNU7-129P	63	0	0	0
SLMO1	2374	31	64	62
RP11-861E21.1	170	1	2	7
RP11-861E21.2	5431	19	30	29
AP005482.1	638	4	4	3
RP11-973H7.3	721	17	25	25
CEP76	3140	148	165	149
RP11-973H7.5	312	0	0	0
RP11-973H7.4	571	1	0	0
RP11-973H7.1	1274	10	18	16
RP11-773H22.4	477	1	2	3
RP11-794M8.2	468	0	0	0
RP11-794M8.1	2089	0	0	0
RP11-756J15.3	230	0	0	0
RP11-691H4.3	482	0	1	0
LDLRAD4-AS1	2194	1	4	1
MIR5190	81	0	0	1
RP11-691H4.4	502	2	2	1
RP11-53B2.1	572	1	0	2
RP11-53B2.2	4216	5	5	8
RP11-53B2.5	489	0	3	5
RP11-53B2.3	4747	2	2	12
RP11-53B2.6	612	0	0	2
RP11-53B2.4	668	0	2	2
MIR4526	88	0	0	0
RP11-701H16.4	540	0	0	0
FAM210A	4377	304	369	348
AP001010.1	53	0	0	0
RN7SL362P	270	1	3	2
AP001525.1	73	0	0	0
MC5R	1320	0	0	0
ZNF519	5908	47	86	113
RP11-411B10.2	1086	1	3	3
RP11-411B10.3	519	2	5	7
AC006557.1	110	1	1	2
ANKRD20A5P	2092	0	1	1
RNU6-316P	108	0	0	0
RP11-757O6.1	571	0	0	0
CYP4F35P	2880	0	0	0
CXADRP3	1959	0	0	1
POTEC	2073	0	0	0
RNU6-1021P	108	0	0	0
RNU6-1210P	108	0	0	0
AP006564.1	80	0	0	0
RP11-1157N2__B.2	588	0	0	0
MIR3156-2	78	0	0	0
RP11-527H14.6	503	0	0	0
RP11-527H14.4	557	0	0	0
RP11-527H14.2	1858	0	0	0
RP11-527H14.3	766	0	0	0
RP11-527H14.1	1102	0	0	0
RP11-805F19.2	470	0	0	0
RN7SL662P	282	0	0	0
RP11-805F19.1	527	0	0	0
RP11-454P7.3	417	0	0	0
AP005901.1	2494	0	0	0
RNU6-721P	106	0	0	0
AC036178.1	92	2	0	0
RNU6-120P	104	0	0	0
RP11-699A5.2	430	0	1	0
RP11-296E23.2	363	0	1	1
SNORD23	216	7	4	4
SNRPD1	1845	383	528	449
RP11-13N13.2	747	16	18	21
RP11-13N13.5	338	0	0	2
RP11-13N13.6	449	2	0	1
MIR320C1	89	1	0	1
AC091038.1	101	2	1	1
RN7SL233P	276	1	1	2
MIR133A1	4379	29	44	50
RP11-268I9.3	419	0	2	0
RNU6-1038P	105	0	0	0
RNA5SP451	111	0	0	0
RP11-595B24.1	607	0	2	0
AC091043.1	84	0	0	0
RP11-595B24.2	455	0	1	0
RNU6ATAC20P	128	0	0	0
GATA6-AS1	1790	1	10	22
GATA6	3952	20	55	150
RP11-627G18.2	361	1	1	7
RNU6-702P	108	0	1	0
RP11-627G18.1	772	0	0	3
RP11-627G18.4	368	0	0	0
RP11-535A5.1	408	1	1	7
CTAGE1	4316	2	4	1
RNU6-1032P	108	0	0	0
RP11-370A5.2	534	0	2	5
MIR4741	91	0	0	0
RN7SL745P	295	0	3	5
CABLES1	5517	229	273	268
AC105247.1	79	0	0	0
RP11-17J14.2	391	0	0	0
RIOK3	4051	1366	1751	1475
NPC1	5314	467	464	614
AC010754.1	93	0	0	0
RP11-403A21.1	1063	0	0	1
RP11-403A21.2	823	0	0	0
RP11-403A21.3	566	0	0	1
RP11-799B12.2	509	0	2	1
RNU5A-6P	117	0	1	0
CABYR	2397	15	23	43
RP11-799B12.4	738	8	2	4
RNA5SP452	120	0	1	0
RNU6-435P	106	0	2	1
RN7SL247P	283	0	0	1
MIR320C2	51	0	0	0
RP11-621L6.2	569	2	1	2
RP11-621L6.3	563	2	0	3
RP11-178F10.1	283	2	0	3
HRH4	3671	1	4	5
RP11-178F10.2	461	0	2	0
RP11-178F10.3	545	0	0	0
RP11-449D8.1	2324	2	0	1
RP11-449D8.2	579	0	0	0
RP11-958F21.3	665	0	2	0
CTD-2006O16.2	466	8	2	3
RN7SL97P	298	0	0	0
SS18	3815	1227	1731	1528
RP11-25D3.1	841	2	0	2
RNU6-1289P	107	0	0	1
RP11-107K17.1	903	3	0	2
AC090206.1	86	1	1	0
RP11-17A19.2	360	0	0	0
RP11-552O4.1	642	0	0	0
AQP4	5921	5	13	17
RP11-57J16.1	560	0	0	0
RP11-26N15.2	925	0	0	1
RP11-612A1.1	441	0	0	0
AC015933.2	443	3	10	14
RP11-510D21.1	431	0	0	0
RNU6-408P	101	0	0	0
AC090349.1	106	2	0	0
AC105245.1	88	0	2	0
AC091321.1	97	0	0	0
RP11-784B15.1	746	0	0	0
RP11-675P14.1	574	0	0	0
RP11-25I11.1	390	0	0	0
RNU6-857P	111	0	0	0
RP11-408H20.1	555	6	8	24
DSC2	5254	2102	2986	2884
DSC1	4288	55	84	385
RP11-408H20.3	1040	1	1	1
DSG1	5268	8	4	12
RNU6-167P	107	0	0	0
DSG3	5541	0	0	0
RP11-650P15.1	435	2	13	13
RP11-75N4.2	2030	13	21	17
TTR	961	1	0	0
RNU6-1002P	91	3	1	0
RP11-549B18.1	1170	14	24	15
RN7SKP44	317	1	2	0
LRRC37A7P	2760	1	1	0
SLC25A52	1320	1	0	0
RP11-210K20.2	350	6	5	4
RNU6-1050P	108	0	2	0
RP11-326K13.4	1583	13	24	20
AC009831.1	86	0	0	1
RP11-53I6.3	475	0	1	1
RNF138	3588	338	519	460
RP11-53I6.4	555	9	8	5
RNA5SP453	120	0	0	0
MEP1B	2327	6	17	10
RP11-344B2.3	470	0	0	1
RP11-344B2.2	774	1	3	0
AC021224.1	859	28	32	34
WBP11P1	2973	2	0	1
AC009835.1	82	0	0	0
RP11-386P4.1	266	0	3	1
AC012123.1	1665	22	21	31
RP11-746B8.1	1757	6	7	7
RP11-680N20.1	562	0	0	0
RP11-258B16.1	2494	3	2	1
RP11-379L18.1	509	0	1	1
RP11-138H11.1	582	2	1	4
AC068506.1	87	0	0	1
ZNF397	5945	469	658	660
ZSCAN30	7680	494	683	598
RP11-158H5.7	4384	62	55	76
ZNF271	5127	689	1026	822
ZNF24	7614	2565	3464	2793
ZNF396	4264	199	251	218
INO80C	3974	131	101	128
RP11-712P20.2	1700	2	3	4
RP11-873E20.1	1610	20	9	3
MIR187	110	0	0	0
MIR3929	56	0	0	0
RP11-905K4.1	611	0	0	1
RPRD1A	5166	1036	1391	1134
SLC39A6	3692	761	1129	1114
ELP2	6067	1363	1771	1682
RP11-49I11.1	611	10	12	11
TPGS2	5412	448	620	559
RP11-58G13.1	692	4	4	2
RP11-95O2.1	2125	12	19	19
RP11-95O2.5	413	2	2	3
RP11-797E24.3	816	0	0	0
MIR4318	82	0	0	0
RP11-687D19.1	465	0	0	0
RN7SKP182	299	0	0	0
RNU6-706P	105	0	0	0
MIR5583-1	60	0	0	0
RNU6-1242P	104	0	0	0
RP11-653G8.2	1230	0	0	0
RNU7-145P	63	0	0	0
RP11-142I20.1	1716	109	169	161
RNA5SP454	128	0	2	0
SYT4	4114	14	8	101
RNU6-443P	108	1	1	1
RNA5SP455	120	0	0	0
RP11-456K23.1	2067	23	24	24
MIR4319	86	1	1	6
RP11-309E23.2	1399	8	2	3
RP11-749H17.1	2113	4	2	0
RP11-116O18.1	1779	42	1	9
SLC14A1	5973	2	11	9
SIGLEC15	1886	5	7	9
RN7SKP26	294	1	1	0
ATP5A1	2625	7158	9551	8013
HAUS1	1296	161	200	227
RNU6-1278P	108	0	2	1
RP11-742D12.2	969	0	0	0
RP11-687F6.1	672	14	11	9
TCEB3CL2	1878	0	0	0
TCEB3CL	1878	0	0	0
TCEB3C	1878	6	4	4
TCEB3B	3047	1	5	8
RP11-49K24.4	202	2	2	1
RP11-49K24.8	2118	16	36	33
HDHD2	2219	377	483	362
SKOR2	3055	0	0	0
RNU6-1131P	108	0	0	0
MIR4527	71	0	0	0
RP11-157P23.2	549	0	0	0
CTD-2130O13.1	708	0	0	0
SMAD2	12885	1827	2440	2251
RP11-380M21.4	284	11	6	8
RNU6-708P	108	0	0	1
AC091150.1	538	1	0	0
RNU7-191P	61	1	0	1
RNA5SP456	115	0	0	0
MIR4743	70	0	0	0
RP11-426J5.2	468	1	2	2
RP11-484L8.1	879	1	2	6
SMAD7	3276	667	1042	1117
RP11-1058N17.1	354	1	1	0
RP11-15F12.1	664	7	3	2
MIR4744	83	3	0	1
RP11-15F12.3	504	3	0	4
RP11-30L3.2	475	3	2	2
RP11-110H1.9	334	1	0	0
C18orf32	1336	17	12	10
RPL17-C18orf32	1447	2	0	3
RP11-110H1.4	485	0	4	3
MIR1539	584	12	9	10
RPL17	1186	1328	1937	1670
SNORD58C	65	19	21	20
SNORD58A	66	9	12	10
SNORD58B	67	0	0	0
RP11-110H1.8	2192	0	2	0
LIPG	5559	1609	2671	2116
RP11-813F20.2	342	0	0	0
RP11-886H22.1	943	1	0	0
RNA5SP457	125	0	0	0
RP11-813F20.4	377	9	7	13
RN7SL310P	280	0	0	0
CCDC11	1859	55	114	81
MBD1	5935	974	1388	1262
CXXC1	3050	557	687	579
RP11-1030E3.1	440	0	0	0
RNA5SP458	120	0	0	0
SKA1	2957	16	13	74
AC105227.1	109	0	0	0
MRO	2144	8	16	14
ME2	3180	322	493	392
RN7SL695P	294	0	2	4
MEX3C	4652	539	630	602
RNU1-46P	165	0	0	0
RP11-267C16.1	3190	2	1	0
RP11-25O3.1	716	0	0	0
AC090660.1	111	0	0	0
hsa-mir-4528	91	0	0	0
RP11-671P2.1	460	1	0	1
RP11-202D1.3	603	2	1	2
RP11-202D1.2	1039	2	1	0
